contract_id,sim_to_Affiliate License-Licensee,sim_to_Affiliate License-Licensor,sim_to_Agreement Date,sim_to_Anti-Assignment,sim_to_Audit Rights,sim_to_Cap On Liability,sim_to_Change Of Control,sim_to_Competitive Restriction Exception,sim_to_Covenant Not To Sue,sim_to_Document Name,sim_to_Effective Date,sim_to_Exclusivity,sim_to_Expiration Date,sim_to_Governing Law,sim_to_Insurance,sim_to_Ip Ownership Assignment,sim_to_Irrevocable Or Perpetual License,sim_to_Joint Ip Ownership,sim_to_License Grant,sim_to_Liquidated Damages,sim_to_Minimum Commitment,sim_to_Most Favored Nation,sim_to_No-Solicit Of Customers,sim_to_No-Solicit Of Employees,sim_to_Non-Compete
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,0.22123155,0.23373638,0.2023705,0.3187136,0.34820396,0.29543358,0.37217513,0.28602052,0.22922409,0.4964087,0.51502836,0.26884255,0.4677341,0.37206393,0.45456573,0.30374277,0.32887548,0.43121886,0.3137262,0.35008538,0.29963148,0.2170901,0.44916254,0.33957025,0.21884196
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,0.5366259,0.5131835,0.14732471,0.4968981,0.2516566,0.3428784,0.41848928,0.38287818,0.46361476,0.46091223,0.41720372,0.43410963,0.43297577,0.43898258,0.40447053,0.44414085,0.48906338,0.48631942,0.49348325,0.32255077,0.33104098,0.28800237,0.49519557,0.3765877,0.37097684
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement,0.30034053,0.32321233,0.3580824,0.4096032,0.3558687,0.36731803,0.413253,0.3922086,0.39362717,0.46049392,0.73206115,0.35826576,0.6174519,0.46243876,0.37338158,0.4282063,0.304304,0.5093172,0.40524578,0.4177348,0.39375752,0.28934175,0.45753586,0.5485685,0.31477785
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement,0.35144287,0.31475604,0.33815914,0.44847065,0.28381807,0.29208523,0.41227466,0.3711751,0.383844,0.4441443,0.638765,0.35887182,0.5683254,0.43558645,0.35426414,0.30241776,0.23912342,0.41709524,0.3822309,0.39681897,0.37259156,0.27743912,0.43163908,0.48598927,0.3781613
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business,0.40289587,0.3514648,0.25904512,0.4130954,0.32809943,0.33213508,0.50773793,0.46410164,0.36474273,0.46511686,0.59724927,0.38789284,0.5467279,0.3704908,0.3746667,0.47862482,0.3996427,0.6011247,0.38986838,0.30686074,0.33791253,0.37314892,0.43822938,0.48910338,0.3818492
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,0.48235825,0.5257743,0.2584864,0.6033348,0.3853917,0.45303816,0.50691676,0.523073,0.51241016,0.47881985,0.45716697,0.488718,0.47030425,0.47833928,0.39115626,0.4877476,0.34762964,0.6266074,0.57278866,0.31572616,0.3738799,0.38474256,0.45141226,0.47903377,0.43035662
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,0.29900533,0.32558823,0.26324263,0.40099913,0.34237558,0.3755297,0.4454158,0.29363018,0.27395582,0.41872406,0.578159,0.44537312,0.5482745,0.35111058,0.42987812,0.368173,0.36634007,0.46084586,0.28972292,0.45221528,0.389246,0.3390945,0.47861052,0.4430564,0.23608908
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,0.3688767,0.4071204,0.2158687,0.4941742,0.35936892,0.32044834,0.35913497,0.47054678,0.5049001,0.3208332,0.42696816,0.42427903,0.39167917,0.34854436,0.34184372,0.39312872,0.1628236,0.4364675,0.45181322,0.18784097,0.4099592,0.33347344,0.4282243,0.5479883,0.43409666
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT,0.39091253,0.38634604,0.22002453,0.43838298,0.3848864,0.38758576,0.4928869,0.42294213,0.3992725,0.41169882,0.5421188,0.37224698,0.49351585,0.39516157,0.3045843,0.45382452,0.33879828,0.5810202,0.4487815,0.39703113,0.36528027,0.3867576,0.41439113,0.44441587,0.43589354
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT,0.62851906,0.57186985,0.107905224,0.57546437,0.3351702,0.4134493,0.55877477,0.49036583,0.46165365,0.43647835,0.37429446,0.47355425,0.4247804,0.39518526,0.31636804,0.5240618,0.42642272,0.5854497,0.48033515,0.3203708,0.33073917,0.34588847,0.42061368,0.4216804,0.3810119
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,0.47454363,0.46692026,0.28555697,0.58530134,0.32804948,0.38249528,0.505246,0.53105885,0.43818787,0.5098817,0.62844384,0.46701604,0.5028873,0.5137191,0.44874817,0.49346876,0.42205572,0.5508155,0.4802192,0.4633599,0.37309092,0.36290592,0.55963993,0.53072745,0.33428127
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",0.4389007,0.52537644,0.22952628,0.48771954,0.37326932,0.46142778,0.6327865,0.46783984,0.4569584,0.4841009,0.60774684,0.47805288,0.58505464,0.5373691,0.43306562,0.52797246,0.37069046,0.5968016,0.6580239,0.36064932,0.39359874,0.4219696,0.42465973,0.52158666,0.45680887
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",0.34006897,0.37609407,0.3292517,0.46860224,0.29095048,0.3776831,0.47370052,0.3861339,0.42543322,0.50709,0.6009493,0.42220125,0.5749098,0.35245028,0.36572987,0.34902012,0.23229763,0.45229405,0.4200237,0.38168478,0.39188135,0.36700594,0.4443187,0.4903165,0.35210687
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,0.31050158,0.2767353,0.09931081,0.33974874,0.18534003,0.25862482,0.43363488,0.37086362,0.36498708,0.26700506,0.2480309,0.2610651,0.2746985,0.37289596,0.24549988,0.2624324,0.26676953,0.34065986,0.2806213,0.23183304,0.25087893,0.25891006,0.33125356,0.2861288,0.41715539
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",0.43014383,0.36756822,0.28979367,0.48567048,0.2845717,0.39258268,0.494305,0.6038312,0.43981802,0.45438015,0.5884869,0.43139505,0.4790849,0.5061774,0.3410819,0.44378632,0.31289756,0.61455154,0.46183857,0.35476384,0.41252673,0.38511664,0.4985115,0.5526228,0.3814359
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,0.33397195,0.37449026,0.2640182,0.41098237,0.24932118,0.33757165,0.3775847,0.44069558,0.31242913,0.47617716,0.50052345,0.48362708,0.5098837,0.3174805,0.35092965,0.29664803,0.39002427,0.41985676,0.39184007,0.32174528,0.3467916,0.3181938,0.41089237,0.30821788,0.27301565
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",0.37301782,0.41519502,0.16634703,0.6717156,0.2566592,0.3593743,0.35455972,0.4293009,0.4139116,0.45834097,0.36422068,0.40488684,0.3829444,0.3863788,0.35366368,0.50875485,0.17718554,0.38771683,0.4551453,0.26396975,0.33102465,0.29378963,0.35600358,0.3433178,0.38878602
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT",0.31612882,0.28160393,0.27461922,0.41934216,0.38624054,0.29061416,0.43638074,0.4482552,0.36830544,0.39558092,0.60593355,0.3501998,0.52013916,0.42918757,0.40049994,0.32944152,0.22997989,0.44817537,0.3468896,0.46454388,0.42184722,0.24511957,0.46896237,0.55657244,0.29833734
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT,0.32060814,0.43365192,0.35478017,0.4671396,0.35604227,0.33407003,0.42474717,0.39116973,0.41849,0.47030452,0.6134673,0.43442416,0.54832387,0.3498274,0.3562609,0.41714382,0.31744212,0.47421017,0.4172942,0.4143092,0.47457162,0.32298034,0.3914619,0.5182656,0.3181485
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,0.3317845,0.42059058,0.30067718,0.50611573,0.27982068,0.3386644,0.47255635,0.44310674,0.40212566,0.4738153,0.6799396,0.42174846,0.59407485,0.4860556,0.3946134,0.44892794,0.41288137,0.55471325,0.4867868,0.43857366,0.39870518,0.30603772,0.40070516,0.51262563,0.35392034
IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement,0.47211796,0.5356109,0.20894697,0.48306063,0.27288303,0.33769792,0.49655408,0.37395543,0.46018204,0.518993,0.39427838,0.40500116,0.4358725,0.43287417,0.3426292,0.5244434,0.67546225,0.49093965,0.47679955,0.35249922,0.3698989,0.37532878,0.38983867,0.29392904,0.38082594
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,0.50805277,0.5395235,0.20137161,0.5030564,0.26240602,0.33098313,0.5160164,0.39468175,0.4464891,0.5476916,0.40462503,0.403108,0.44283688,0.43435854,0.35028952,0.52844477,0.69968903,0.5202048,0.47783306,0.36590213,0.3527029,0.35473388,0.38864458,0.32031074,0.36780456
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,0.41106743,0.46284655,0.31389105,0.56239974,0.3974914,0.4736633,0.46756637,0.46776748,0.55238706,0.44581568,0.52703786,0.5217412,0.52521944,0.53335273,0.2921649,0.4619062,0.3318572,0.5131259,0.50717247,0.27545443,0.50665104,0.38481173,0.5571201,0.4530371,0.43750846
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement,0.23669565,0.23667116,0.12038355,0.32773247,0.25416967,0.2372054,0.29470792,0.28350887,0.19739683,0.24523145,0.24986586,0.21815899,0.18967032,0.2002776,0.20436582,0.25477472,0.31542572,0.35098037,0.27659178,0.39428824,0.21184567,0.2063884,0.31178552,0.28222272,0.31585878
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,0.5053485,0.5308589,0.105439976,0.48426023,0.29808426,0.480538,0.53893834,0.49374765,0.52312016,0.47456467,0.41437268,0.42304692,0.4624104,0.43429893,0.37586513,0.52259684,0.42538756,0.5600013,0.463435,0.35473976,0.4999416,0.41044495,0.49515402,0.4384365,0.42427334
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,0.28524154,0.32308233,0.26559082,0.35655898,0.40503472,0.30541697,0.43582094,0.36899698,0.31471008,0.4070856,0.5683057,0.4315185,0.50946164,0.4212774,0.41856346,0.30216157,0.26172292,0.5279647,0.4343819,0.40829808,0.37163544,0.3049934,0.36165214,0.45748922,0.40912965
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement,0.5536781,0.5806963,0.17852718,0.5973629,0.3869139,0.56242293,0.5163162,0.50934225,0.5188487,0.47818178,0.44893464,0.5691827,0.5583668,0.44997537,0.35452843,0.5682863,0.3995701,0.50574434,0.51508456,0.32269394,0.46581605,0.44258988,0.4766075,0.44234145,0.4904963
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,0.35104135,0.31840593,0.32515,0.37860388,0.24085242,0.23040378,0.37993878,0.42162085,0.36727077,0.33507195,0.5636006,0.37488818,0.5433421,0.38223964,0.4106682,0.39453748,0.27203485,0.4268629,0.3170193,0.38855284,0.45965007,0.23476881,0.45072603,0.43646097,0.37385267
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement,0.44202626,0.5095069,0.13929622,0.48764023,0.32920372,0.39789802,0.42390627,0.4249183,0.5905316,0.41601855,0.37903702,0.5005804,0.42730287,0.37392822,0.28857273,0.5375765,0.4068612,0.37920532,0.44974095,0.25167516,0.47976476,0.3528716,0.4628321,0.30243397,0.38776553
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,0.43690264,0.38692433,0.24976774,0.30525845,0.32799822,0.2365142,0.39578894,0.4073484,0.4423847,0.38163412,0.47243336,0.5164425,0.50497955,0.26964322,0.35862708,0.27418035,0.3197459,0.3173786,0.4046876,0.22313704,0.51985836,0.26183861,0.46183014,0.41581863,0.34703428
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement,0.468718,0.40484422,0.31282705,0.44712242,0.30867684,0.3843837,0.49771816,0.45628017,0.42422247,0.47741002,0.65824795,0.4880641,0.6583393,0.42595506,0.42618734,0.42709363,0.44250154,0.483338,0.37210318,0.41362354,0.4322303,0.34828997,0.5449478,0.5217609,0.31453
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,0.42518902,0.46665472,0.17441517,0.407041,0.34609377,0.32041556,0.4649948,0.34728587,0.37122095,0.39248192,0.4641588,0.349814,0.45506436,0.3512336,0.2706144,0.49534935,0.54786503,0.5673409,0.42188334,0.3001716,0.25463206,0.31159434,0.32584226,0.3865974,0.35446525
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,0.25269854,0.28817737,0.3177321,0.3874001,0.2600904,0.30811423,0.4312228,0.34615374,0.28190172,0.3960305,0.4669958,0.24579999,0.42313275,0.39892483,0.34304482,0.28920168,0.33855388,0.49791262,0.35789168,0.38718975,0.31404847,0.3249358,0.3188138,0.38608798,0.41375118
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,0.42213804,0.4755962,0.17201762,0.5756844,0.32764006,0.39837512,0.57383347,0.53084993,0.45168638,0.50903225,0.47077054,0.45994884,0.45994866,0.38807493,0.33720523,0.46351612,0.32158005,0.54643047,0.5361645,0.30672485,0.36799645,0.36587852,0.49515742,0.47675782,0.4614684
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT,0.23016873,0.2711811,0.20041955,0.36126906,0.24657686,0.3430148,0.3368209,0.4202918,0.25040922,0.30970564,0.26857263,0.27636173,0.29075164,0.31533515,0.29201114,0.28238237,0.1894077,0.3198818,0.40117523,0.359355,0.2993189,0.3250541,0.28640416,0.27501753,0.27538234
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,0.2801288,0.3594613,0.13337845,0.46096867,0.196434,0.34894758,0.32521003,0.29159486,0.4401072,0.28833157,0.33363312,0.40813804,0.33773187,0.35968357,0.29111087,0.34597647,0.18626031,0.3387638,0.3653553,0.28573483,0.3528319,0.3648374,0.3649901,0.3578648,0.26316458
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT",0.30604458,0.37812227,0.2957669,0.48325026,0.3656202,0.3729959,0.47022903,0.38953185,0.3778864,0.4661274,0.641476,0.44467664,0.57089704,0.47774005,0.37131548,0.38861108,0.25819048,0.5240158,0.42460167,0.38938034,0.3961634,0.33180746,0.44893217,0.49945346,0.32339567
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",0.3933142,0.34509718,0.15423165,0.40717086,0.30970517,0.32565463,0.4453282,0.50098425,0.37060624,0.4662094,0.45394033,0.38092846,0.39918995,0.29919723,0.35616773,0.36237633,0.22477695,0.49509257,0.43384147,0.31589705,0.3098822,0.2693594,0.3677685,0.5104264,0.45421544
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",0.42708093,0.49198133,0.13773228,0.4999524,0.39043435,0.42379636,0.44248492,0.39116958,0.49974853,0.39261734,0.4145366,0.42382157,0.43301788,0.4853019,0.3396959,0.55575466,0.39442813,0.5620683,0.4654049,0.3008369,0.32503515,0.30240285,0.44991675,0.38952595,0.37448418
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",0.39248714,0.3913788,0.3097293,0.43410963,0.27118653,0.37932462,0.4447273,0.4581229,0.36535716,0.41864905,0.6649993,0.34189683,0.5074667,0.48551428,0.41644633,0.4229622,0.32067662,0.5008708,0.32542187,0.44236016,0.3457263,0.26804543,0.464149,0.5399177,0.3781256
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",0.3903162,0.3339079,0.23894158,0.42296103,0.39097738,0.46463317,0.47144914,0.44918305,0.32130545,0.35628623,0.55685973,0.41224268,0.41999227,0.36278254,0.42892373,0.4215476,0.22535476,0.42308646,0.36050692,0.44027933,0.36021087,0.37700033,0.4874695,0.60483766,0.34712934
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement,0.3213308,0.40540338,0.32058704,0.5098363,0.35667038,0.32914314,0.43590748,0.33096737,0.3775257,0.5308338,0.60462666,0.40018627,0.54140925,0.45447046,0.42319793,0.4008958,0.3292849,0.53666526,0.4642735,0.34479177,0.35036534,0.38965085,0.32544863,0.49691355,0.3974246
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,0.36593357,0.35849285,0.16529061,0.46540248,0.2630834,0.35810873,0.4406101,0.5026283,0.35241997,0.48135257,0.54525805,0.38285977,0.48686612,0.3967156,0.34612024,0.4522408,0.25147504,0.61199665,0.43410793,0.3164807,0.34662634,0.33382013,0.51040125,0.6274053,0.35319015
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",0.36127326,0.3740118,0.25288936,0.4264505,0.3164413,0.32637978,0.38958687,0.34942806,0.44450957,0.4521895,0.5313543,0.4282121,0.53579336,0.41829157,0.34425086,0.38906074,0.2577646,0.36912018,0.4115926,0.36827144,0.4272399,0.2929969,0.5021275,0.45520395,0.29081416
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,0.35230514,0.3113219,0.27901638,0.28178716,0.23358215,0.1788721,0.39879718,0.3394655,0.2513272,0.35229534,0.48650587,0.28151911,0.43804932,0.23822764,0.23113099,0.4004333,0.52583015,0.45086148,0.2650596,0.27448168,0.31167984,0.31789297,0.3506957,0.31327152,0.25421548
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,0.33400586,0.2769396,0.3925017,0.43303385,0.25045422,0.35916585,0.48067194,0.43945765,0.38053107,0.42714947,0.72179973,0.35971254,0.5856492,0.37998915,0.32596883,0.3533073,0.29083306,0.53609115,0.4198749,0.42264557,0.3568744,0.29978994,0.39761418,0.54626995,0.40695435
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,0.39707,0.38005865,0.23507798,0.44972324,0.31090704,0.37439734,0.4712144,0.4124623,0.36358988,0.44378623,0.5000701,0.43542284,0.5323657,0.48592466,0.33191943,0.41739365,0.38988587,0.54616,0.44873708,0.33510163,0.43067968,0.33443204,0.43641382,0.42518455,0.36137572
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,0.3335271,0.30292842,0.11715392,0.36644286,0.2743917,0.2677459,0.30446187,0.3477269,0.4036475,0.36806777,0.20241117,0.3756479,0.2657941,0.26774827,0.31436586,0.34238923,0.27233672,0.27876526,0.37057808,0.17243086,0.35986573,0.23695613,0.3774347,0.23008566,0.25997418
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT,0.35724443,0.37140977,0.32847935,0.4495144,0.29541844,0.36400473,0.46926376,0.46723735,0.43012697,0.419822,0.54833496,0.48114356,0.5331733,0.4208495,0.4549815,0.4127956,0.3037603,0.46821174,0.4179886,0.40924817,0.5378221,0.33709252,0.44742256,0.51176155,0.39411312
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,0.44070154,0.4364849,0.2893438,0.4524743,0.26407394,0.38355482,0.41013882,0.45291886,0.39926445,0.33739942,0.4898756,0.41873395,0.49587232,0.40827885,0.38196212,0.43953514,0.33407775,0.39971238,0.3873926,0.38964126,0.46739656,0.3257845,0.49837595,0.47102565,0.3540908
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,0.5010383,0.5420853,0.1971441,0.55943656,0.37114936,0.45932254,0.54303,0.43993002,0.54317874,0.5221002,0.4635129,0.49633658,0.57002926,0.4379902,0.33322918,0.5143486,0.41590947,0.49461257,0.4428253,0.4045856,0.50028753,0.41929963,0.5201843,0.44069943,0.41018057
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,0.4933031,0.50086784,0.15670604,0.46933126,0.20055342,0.40808213,0.44809398,0.4953919,0.48811015,0.4828679,0.5278268,0.3756169,0.468941,0.46798497,0.31883126,0.4922982,0.43408576,0.51881087,0.4302693,0.3306795,0.43459284,0.3421821,0.5104772,0.45077464,0.36818737
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement,0.46700078,0.5114701,0.26482928,0.56099963,0.3359506,0.480366,0.48921812,0.4794264,0.49551988,0.5099687,0.4657262,0.45230353,0.47386032,0.40498787,0.4212151,0.5600833,0.42494607,0.49902558,0.49985945,0.3648914,0.44682768,0.32174927,0.46989483,0.49479553,0.46405536
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,0.30480412,0.3280566,0.29302907,0.36510712,0.20973077,0.26912403,0.3356166,0.25985828,0.3095001,0.47445777,0.5860393,0.28526446,0.50164574,0.3880164,0.36475328,0.38089767,0.3665982,0.4194398,0.3421889,0.4048962,0.34184003,0.25387746,0.38503903,0.4078426,0.35182625
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1,0.42619604,0.42786467,0.3039964,0.40333128,0.35547954,0.29879707,0.4510828,0.38365996,0.33113897,0.40631843,0.5106518,0.41679686,0.52917945,0.38126636,0.34850967,0.43513674,0.61247563,0.55804765,0.38750964,0.36376715,0.34638482,0.2880844,0.44937748,0.333367,0.3142159
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2,0.3692956,0.24079648,0.14908276,0.38037804,0.26458055,0.25149256,0.4166358,0.3424351,0.32421106,0.33862424,0.48454,0.25855172,0.38774854,0.35037783,0.24660802,0.3057851,0.38468412,0.5229181,0.29172283,0.32242447,0.21584702,0.17669995,0.43225166,0.43571335,0.304649
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,0.4062469,0.47023544,0.1580865,0.49580562,0.24455425,0.35990494,0.44740245,0.43377385,0.5176869,0.39512575,0.37923145,0.4152689,0.33319515,0.43930733,0.3862585,0.47504255,0.29199404,0.4009179,0.42500257,0.27776673,0.49004626,0.28743768,0.45189676,0.34207243,0.44786242
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,0.41986895,0.44854748,0.13231216,0.4639544,0.28799385,0.38379866,0.46836823,0.41535795,0.44002092,0.48684326,0.39986303,0.3943322,0.4205191,0.32424164,0.30898836,0.4894032,0.39600122,0.4919234,0.4430984,0.34037092,0.35447723,0.39093292,0.4084092,0.3354481,0.3585518
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,0.26595965,0.35328043,0.2918382,0.3726998,0.35948595,0.34804973,0.45509222,0.3458755,0.37741962,0.46096516,0.71566355,0.3403654,0.6057361,0.35854065,0.3854251,0.3774442,0.3121931,0.50619555,0.38540345,0.4757236,0.39570537,0.30711812,0.39692175,0.5606901,0.34820205
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,0.2710955,0.24488905,0.13703372,0.2754448,0.43675643,0.32842767,0.32770428,0.24917266,0.23023838,0.26553184,0.3089128,0.23113479,0.35306907,0.3550463,0.3437255,0.2986806,0.35661954,0.3501144,0.22934198,0.31567737,0.30608448,0.29377502,0.38624364,0.18717447,0.30657452
"Loop Industries, Inc. - Marketing Agreement",0.3721153,0.45274004,0.1615451,0.43141896,0.40966162,0.38436514,0.49197567,0.44018263,0.38604182,0.51942194,0.40557998,0.45086193,0.49835426,0.3918148,0.3698169,0.43698466,0.3665709,0.47601482,0.43746352,0.32675004,0.453646,0.4387076,0.40827698,0.42225456,0.39631617
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,0.41865116,0.5566333,0.171498,0.48480105,0.31686074,0.44200248,0.49698937,0.45375937,0.44807476,0.4643256,0.4395745,0.41674334,0.46191102,0.42587945,0.4335396,0.45065928,0.3382769,0.44906765,0.5390191,0.2957137,0.3689556,0.39471656,0.4933619,0.39597803,0.35444903
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",0.28876257,0.24668711,0.18377668,0.34750977,0.21304442,0.31387103,0.417539,0.28665534,0.28459325,0.4452773,0.37495315,0.36977217,0.40782094,0.27617338,0.33318114,0.31890434,0.2834622,0.46726444,0.36366886,0.26253378,0.35376802,0.23533998,0.3368559,0.20902595,0.24866378
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,0.30068615,0.39798075,0.24244271,0.45655733,0.31740203,0.35170156,0.51564246,0.42164192,0.4194405,0.438061,0.5686033,0.40866792,0.49766958,0.30433804,0.30047548,0.4098832,0.25080907,0.47711465,0.4146359,0.4205593,0.34172934,0.37062824,0.4104349,0.5389514,0.4090885
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,0.3844003,0.3913628,0.34349453,0.41192132,0.3650075,0.33299518,0.45428297,0.4206528,0.3782023,0.49991834,0.7161218,0.35383886,0.602785,0.38618225,0.3676648,0.39013577,0.35366327,0.4935526,0.38785326,0.46685728,0.40081513,0.34153742,0.4344121,0.55309427,0.36265475
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",0.4345325,0.41029966,0.16276108,0.4547579,0.19734895,0.30231988,0.49112678,0.49585396,0.41348952,0.49471524,0.46190578,0.40872264,0.42889193,0.38944045,0.43512723,0.43731737,0.38519207,0.4353116,0.42434743,0.36425868,0.48503953,0.28179753,0.4998264,0.45449448,0.37893748
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,0.29670608,0.28426886,0.3342243,0.34331894,0.25497288,0.30544034,0.37450722,0.32597435,0.30978137,0.44874257,0.5819782,0.2821859,0.5397997,0.30086175,0.34716615,0.2706427,0.23352282,0.34573168,0.34919387,0.43519455,0.33018976,0.22180447,0.3080938,0.40944123,0.2924738
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",0.3395758,0.3511501,0.2583555,0.31861717,0.27744538,0.2810608,0.36171454,0.400299,0.3815225,0.43996316,0.45827556,0.35054925,0.4220968,0.33596095,0.37951797,0.29244542,0.28012627,0.38189417,0.37036923,0.3292795,0.42769495,0.2974018,0.42571878,0.38617784,0.5136282
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,0.3399139,0.39000994,0.15706512,0.5069796,0.3699717,0.40518537,0.26196852,0.30536598,0.45398676,0.3212793,0.2749913,0.43431497,0.34790078,0.2980919,0.29347485,0.39493096,0.22706991,0.33343744,0.41639587,0.19858433,0.36451447,0.35239062,0.36785,0.29209253,0.3288778
