dataset,contract_id,text,label
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Employers' Liability Insurance. Occurrence based coverage with a limit of at least $10,000,000 per occurrence or any greater limits set by Applicable Law workplace and work related injuries and illnesses to the employees of a Party. Requires waiver of alternate employer endorsement.",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Property Insurance. Coverage providing ""all risk"" property insurance at the replacement value of the machinery, equipment, fixtures, tools, materials and other property of the Party. ""All risk"" coverage will include, by way of example and not limitation, loss or damage resulting from earthquakes, floods, wind, fire or other natural or weather-related phenomenon. Requires waiver of subrogation endorsement.",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"An insuring Party must deliver the following written evidence of the required insurance coverage to the other Party (Attention: Risk Management), or its designated insurance monitoring service, within ten (10) of written request and at least thirty (30) days in advance of the expiration of a then current policy term (if a declaration or endorsement is not available from an insurer at the time requested or required, an insuring Party will provide them as soon as the declaration or endorsement is available from the insurer): i. Certificate of insurance confirming that the required insurance coverage and minimal limits are met for the extended, renewed or replacement policy term. ii. Declaration pages of insurance policy (or a copy of the binder until the declaration pages are available) confirming that the required insurance coverage and minimal limits are met for the extended, renewed or replacement policy term. iii. Copies of additional insured endorsements required for applicable policies in the name and for the benefit of: ""[NAME OF OTHER PARTY], its parent, subsidiaries and affiliates; any lessors of the foregoing and any mortgagees, deed of trust beneficiaries and secured creditors of such lessors; and any successors and assignees of all of the foregoing."" iv. Copies of alternate employer endorsements and waiver of subrogation endorsements required for applicable policies in the name and for the benefit of: """"[NAME OF OTHER PARTY], its parent, subsidiaries and affiliates; any lessors of the foregoing and any mortgagees, deed of trust beneficiaries and secured creditors of such lessors; and any successors and assignees of all of the foregoing.""",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"All insurers of a Party on such policies must have at all times an A.M. Best financial rating of at least ""A-Minus VII"".",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Workers' Compensation Liability Insurance. Occurrence based coverage providing benefits in the minimal amount required by Applicable Law for workplace and work related injuries and illnesses to the employees of a Party, including, without limitation, Workers Compensation Acts of applicable U.S. States, the U.S. Longshoremen's and Harbor Workers Compensation Act and the U.S. Jones Act. Requires alternate employer endorsement and waiver of subrogation endorsement.",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"All insurance of an insuring Party must be ""primary and non-contributory"" with respect to any insurance that the other Party may maintain, but only with respect to the negligence or other legal liability of the insuring Party.",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"During the Term of this Agreement, each Party will maintain the following minimum types and amounts of insurance coverage during the Term of this Agreement:",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Automobile Liability Insurance. Occurrence based coverage with a combined single limit of at least $10,000,000 per occurrence and in the aggregate for owned, non-owned, and hired automotive equipment of the Party. Requires additional insured endorsement and waiver of subrogation endorsement.",Insurance
CUAD,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Commercial General Liability Insurance. Occurrence based coverage with a combined single limit of at least $10,000,000 per occurrence and in the aggregate for premises and operations; products and completed operations; contractual liability coverage for indemnities of a Party contained within this Agreement; broad form property damage (including completed operations); explosion, collapse and underground hazards; and personal injury. Requires additional insured endorsement and waiver of subrogation endorsement.",Insurance
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,DISTRIBUTION AND SERVICES AGREEMENT,Document Name
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,Integrity Short Term Government Fund,Parties
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"Integrity Funds Distributor, LLC",Parties
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"This Agreement shall continue until January 18, 2022, and thereafter shall continue automatically for successive annual periods ending on January 18th of each year, provided such continuance is specifically approved at least annually by (a) the Fund's Board of Trustees and (b) a vote of a majority (as defined in the 1940 Act) of the Fund's Trustees who are not interested persons (as defined in the 1940 Act) of the Fund and who have no direct or indirect financial interest in the operation of the Plan, in this Agreement, or any agreement related to the Plan (the ""Qualified Trustees""), by vote cast in person at a meeting called for the purpose of voting on such approval.",Expiration Date
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"This Agreement shall continue until January 18, 2022, and thereafter shall continue automatically for successive annual periods ending on January 18th of each year, provided such continuance is specifically approved at least annually by (a) the Fund's Board of Trustees and (b) a vote of a majority (as defined in the 1940 Act) of the Fund's Trustees who are not interested persons (as defined in the 1940 Act) of the Fund and who have no direct or indirect financial interest in the operation of the Plan, in this Agreement, or any agreement related to the Plan (the ""Qualified Trustees""), by vote cast in person at a meeting called for the purpose of voting on such approval.",Renewal Term
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,This Agreement shall be construed in accordance with the laws of the State of Kansas.,Governing Law
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,This Agreement will also terminate automatically in the event of its assignment (as defined in the 1940 Act).,Anti-Assignment
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"In consideration of the services rendered pursuant to this Agreement, Integrity shall receive the excess, if any, of the sales price, as set forth in the Fund's Registration Statement, over the net asset value of Shares sold by Integrity, as underwriter.",Revenue/Profit Sharing
CUAD,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"The Fund shall also furnish Integrity upon request with: (a) annual audits of the Fund's books and accounts made by independent public accountants regularly retained by the Fund, (b) semi-annual unaudited financial statements pertaining to the Fund, (c) quarterly earnings statements prepared by the Fund, (d) a monthly itemized list of the securities in the portfolio of the Fund, (e) monthly balance sheets as soon as practicable after the end of each month, and (f) from time to time such additional information regarding the Fund's financial condition as Integrity may reasonably request.",Audit Rights
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Intellectual Property Agreement,Document Name
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Marv Enterprises, LLC",Parties
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Each shall be referred to as a ""Party"" and collectively as the ""Parties.""",Parties
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Technology Health, Inc.",Parties
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Premier Biomedical, Inc.",Parties
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"This Agreement and the rights of the Parties hereunder shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania including all matters of construction, validity, performance, and enforcement and without giving effect to the principles of conflict of laws.",Governing Law
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"If THI does not make the obligatory payments as stated in 3(a) by the dates stated, the Exclusive License will revert back to Premier, provided, however, that in such event, THI would still be entitled to a proportionate interest in any Covid-19 Licensed Products, such portion being equal to a fraction, the numerator of which shall be the actual amount paid and the denominator of which shall be $2,000,000.",Exclusivity
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"The licenses granted herein are exclusive worldwide licenses to: 1. make, have made, use, lease, sell and import Licensed Products for the legal purposes of researching, developing, manufacturing, assembling, distributing, and selling the Licensed Products; 2. make, have made, use and import machines, tools, materials and other instrumentalities, insofar as such machines, tools, materials and other instrumentalities are involved in or incidental to the research, development, manufacture, testing or repair of Licensed Products which are or have been made, used, leased, owned, sold or imported by the Licensee; and 3. convey to any customer of the Licensee, with respect to any Licensed Product which is sold or leased to such customer, rights to use and resell such Licensed Product as sold or leased by Licensee (whether or not as part of a larger combination); provided, however, that no rights may be conveyed to customers with respect to any Invention which is directed to (i) a combination of such Licensed Product (as sold or leased) with any other product, (ii) a method or process which is other than the inherent use of such Licensed Product itself (as sold or leased), or (iii) a method or process involving the use of a Licensed Product to manufacture (including associated testing) any other product.",Exclusivity
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"If THI does not make the obligatory payments as stated in 2(b) by the dates stated, the Exclusive License will revert back to Premier.",Exclusivity
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"In addition to the 5% amount calculated pursuant to the preceding paragraph, there shall be an identical 5% amount to be paid from THI, per Premier's consideration, to certain shareholders of Premier, as identified by Premier, as of a record date to be determined in the future, on an annual basis, commencing on the one-year anniversary of this Agreement until a total amount of $40,000,000 has been paid to Premier.",Revenue/Profit Sharing
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Royalty payments are payable from THI to Marv Enterprises, LLC and will be in the amount of 5% of the Fair Market Value of: a. Licensed Product that is sold, leased or put into use by the THI or any Related Companies in the preceding calendar quarter; and b. any service performed by THI or any Related Companies that directly or indirectly uses Licensed Product.",Revenue/Profit Sharing
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,THI is granted the following rights to the Applications in Appendix A and the Licensed Products derived therefrom:,License Grant
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"The licenses granted herein are exclusive worldwide licenses to: 1. make, have made, use, lease, sell and import Licensed Products for the legal purposes of researching, developing, manufacturing, assembling, distributing, and selling the Licensed Products; 2. make, have made, use and import machines, tools, materials and other instrumentalities, insofar as such machines, tools, materials and other instrumentalities are involved in or incidental to the research, development, manufacture, testing or repair of Licensed Products which are or have been made, used, leased, owned, sold or imported by the Licensee; and 3. convey to any customer of the Licensee, with respect to any Licensed Product which is sold or leased to such customer, rights to use and resell such Licensed Product as sold or leased by Licensee (whether or not as part of a larger combination); provided, however, that no rights may be conveyed to customers with respect to any Invention which is directed to (i) a combination of such Licensed Product (as sold or leased) with any other product, (ii) a method or process which is other than the inherent use of such Licensed Product itself (as sold or leased), or (iii) a method or process involving the use of a Licensed Product to manufacture (including associated testing) any other product.",License Grant
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"The grant of each license hereunder includes the right to grant sublicenses to Related Companies for so long as it remains a Related Companies. Any such sublicense may be made effective retroactively, but not prior to the effective date hereof, nor prior to the sublicensee's becoming a Related Company.",License Grant
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Licenses granted herein are solely for products in the form sold by the Licensee and are not to be construed either (i) as consent by the Marv to any act which may be performed by the Licensee, except to the extent impacted by a patent licensed herein to the Licensee, or (ii) to include licenses to contributorily infringe or induce infringement under U.S. law or a foreign equivalent thereof.",License Grant
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Any such sublicense may be made effective retroactively, but not prior to the effective date hereof, nor prior to the sublicensee's becoming a Related Company.",Affiliate License-Licensee
CUAD,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,The grant of each license hereunder includes the right to grant sublicenses to Related Companies for so long as it remains a Related Companies,Affiliate License-Licensee
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",Strategic Alliance Agreement,Document Name
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","Bravatek Solutions, Inc.",Parties
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","30th day of November, 2017",Agreement Date
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.",Expiration Date
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.",Renewal Term
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew. Such notice must be given ninety (90) days prior to expiration of the original term.",Notice Period To Terminate Renewal
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",This Agreement is entered into in the State of Texas and shall be interpreted according to the laws of the State of Texas.,Governing Law
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",This Agreement may also be terminated by either party upon ninety (90) days written notice.,Termination For Convenience
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",This Agreement shall not be assignable by either party without the prior written consent of the other party.,Anti-Assignment
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","For any Product or Solution sold to any perspective clients introduced by Bravatek registered with COMPANY via email to COMPANY's CEO and delivered through Bravatek or a COMPANY-designated distribution affiliate(s) or sales channel(s), Bravatek will receive a lead-finder fee, to be mutually discussed and finally decided by COMPANY at the range of minimum of 10% to maximum of 20% of project revenue, with an exact fee to be depending upon the overall project sales margin and cost of development and delivery of each project, payable NET 30 days after each client payment on delivered products received at COMPANY's bank account.",Revenue/Profit Sharing
CUAD,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","For any Product or Solution sold to any perspective clients introduced by Bravatek registered with COMPANY via email to COMPANY's CEO and delivered through Bravatek or a COMPANY-designated distribution affiliate(s) or sales channel(s), Bravatek will receive a lead-finder fee, to be mutually discussed and finally decided by COMPANY at the range of minimum of 10% to maximum of 20% of project revenue, with an exact fee to be depending upon the overall project sales margin and cost of development and delivery of each project, payable NET 30 days after each client payment on delivered products received at COMPANY's bank account.",Minimum Commitment
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,Strategic Alliance Agreement,Document Name
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,Dynamic Hearing Pty Ltd,Parties
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,IntriCon Corporation,Parties
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"1st day of October, 2008",Agreement Date
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"1st day of October, 2008",Effective Date
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"The initial term of this Agreement shall be five (5) years from the date of execution and may be extended subject to satisfactory agreement on ongoing commercial terms, to be agreed two (2) months prior to the expiration of this Agreement.",Expiration Date
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"This Agreement is governed by the laws of Victoria, Australia and the parties submit to the jurisdiction of the courts of Victoria, Australia",Governing Law
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Commencing on the Exclusivity Date, and continuing for so long as IntriCon continues to make such payments, the license granted to IntriCon under this Agreement will, subject to the terms and conditions of this Agreement, be exclusive for Hearing Aids.",Exclusivity
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Commencing on October 1, 2008, and continuing for so long as IntriCon continues to make minimum payments as defined in 4.3, Dynamic Hearing agrees that it will not license any Dynamic Hearing Technology for Hearing Aids, subject to Clause 3.5.",Exclusivity
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Exclusivity Date means October 1, 2008, the date Intricon makes its first quarterly payment of the Minimum Payment;",Exclusivity
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"The rights granted under such agreements shall be included as exceptions to the exclusivity of IntriCon's License Grant, if such agreements are executed by Dynamic Hearing and the third party before January 1, 2009.",Competitive Restriction Exception
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,To maintain exclusive rights to Dynamic Hearing Technology for Hearing Aids IntriCon will make minimum annual payments to Dynamic Hearing as set out in the Minimum Payment Schedule.,Competitive Restriction Exception
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Subject to the provisions of 11.1, Dynamic Hearing may terminate this Agreement upon three (3) months written notice to IntriCon of such termination.",Termination For Convenience
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,IntriCon may not assign or transfer any of its rights or obligations under this Agreement without the prior written consent of Dynamic Hearing.,Anti-Assignment
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Likewise, Dynamic Hearing may not assign or transfer any of its rights or obligations under this Agreement without the prior written consent of IntriCon.",Anti-Assignment
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,A 2% royalty rate per Base Product Unit shall be added to the initial base rate for each DSP feature/module that is based on Dynamic Hearing Technology and that is added to a Base Product Unit.,Revenue/Profit Sharing
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"However, such additional Royalty Payments when added to the initial base rate shall not exceed in total the stated maximum rates specified in the table herein.",Revenue/Profit Sharing
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Cumulative annual HH & ALD Volume that use the Framework Ezairo Maximum Royalty Rate SCHA Maximum Royalty Rate Less Than 20,000 Units 10% 8% 20,000-50,000 units 9% 7% 50,000-100,000 units 8% 6% 100,000-200,000 units 7% 5% 200,000-500,000 units 6% 4% 500,000 to 1,000,000 units 5% 3% Over 1,000,000 5% 1.5%",Revenue/Profit Sharing
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,The maximum royalty rate identified in the table herein includes an initial base rate of 3% for each Ezairo DSP platform and 1% for each Single Chip Hearing Aid (SCHA) sold,Revenue/Profit Sharing
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"The Minimum Payment consists of the Access Fee of US$300,000 per annum and the Second Component that increases from year to year.",Minimum Commitment
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,Minimum Payment Schedule (All amounts are in US Dollars):,Minimum Commitment
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"PAYMENT YEAR MINIMUM PAYMENT ACCESS FEE SECOND COMPONENT Year 1 $400,000 $300,000 $100,000 Year 2 $700,000 $300,000 $400,000 Year 3 $1,100,000 $300,000 $800,000 Year 4 $1,600,000 $300,000 $1,300,000 Year 5 $2,100,000 $300,000 $1,800,000",Minimum Commitment
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Dynamic Hearing grants to IntriCon in accordance with this Agreement, for the Term, a license, to Use Dynamic Hearing's Technology, Software and Documentation developed as of the Commencement Date to manufacture, import, sell and offer for sale throughout the Territory, Products containing Dynamic Hearing's Technology and Software.",License Grant
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"(a) such inspection, copying or audit must only be made after at least one Business Day's written notice; (b) such audit must not unreasonably interfere with the day to day operations of IntriCon; and (c) such audit must be at Dynamic Hearing's expense unless the auditor finds an underpayment royalty due under this Agreement in excess of 5% in which case IntriCon must reimburse Dynamic Hearing's reasonable cost of such audit; and (d) Audits will be limited to one audit in any calendar year.",Post-Termination Services
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Notwithstanding anything herein to the contrary, IntriCon shall have a right after termination to continue selling existing products that include the Dynamic Hearing Technology as long as IntriCon pays the appropriate royalties in accordance with the payment clauses in section 4.9 and, for the avoidance of doubt, such other clauses of this Agreement (including 4.3, 4.10, 5, 6 and 10.1 will continue to apply in respect of such sales.",Post-Termination Services
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"IntriCon must make all such records available for inspection, copying and audit by an independent auditor appointed by Dynamic Hearing (and to which IntriCon has no reasonable objection) during ordinary business hours at any time during the Term and for a period of one year following the expiration or earlier termination of this Agreement, provided that:",Post-Termination Services
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,such audit must be at Dynamic Hearing's expense unless the auditor finds an underpayment royalty due under this Agreement in excess of 5% in which case IntriCon must reimburse Dynamic Hearing's reasonable cost of such audit;,Audit Rights
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"IntriCon must make all such records available for inspection, copying and audit by an independent auditor appointed by Dynamic Hearing (and to which IntriCon has no reasonable objection) during ordinary business hours at any time during the Term and for a period of one year following the expiration or earlier termination of this Agreement, provided that:",Audit Rights
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"IntriCon is not liable in any way to Dynamic Hearing for any indirect, consequential, third party, special or incidental harm, liability, expense, cost, loss or damage, loss of profits, loss of data, exemplary damages or any other indirect commercial or economic loss of any kind whatsoever incurred by Dynamic Hearing whether in negligence, tort, equity, contract or otherwise, arising in connection with this Agreement;",Cap On Liability
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,(i) if the breach relates to goods: (A) the replacement of goods or the supply of equivalent goods; or (B) the repair of such goods; and (ii) if the breach relates to services: the supplying of the services again.,Cap On Liability
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Dynamic Hearing is not liable in any way to IntriCon for any indirect, consequential, third party, special or incidental harm, liability, expense, cost, loss or damage, loss of profits, loss of data, exemplary damages or any other indirect commercial or economic loss of any kind whatsoever incurred by IntriCon whether in negligence, tort, equity, contract or otherwise, arising in connection with this Agreement;",Cap On Liability
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Dynamic Hearing's aggregate liability to IntriCon for direct loss and damages and all other liability not described herein arising in connection with this Agreement whether in negligence, tort, equity, contract or otherwise, is limited to payment of damages recoverable at law or equity up to a maximum of (and, for the sake of clarity must not exceed) $5m;",Cap On Liability
CUAD,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"if any legislation implies in this Agreement any term or warranty which cannot be excluded or modified, the liability of Dynamic Hearing for a breach of any such term or warranty is limited, at the option of Dynamic Hearing, to any one or more of the following:",Cap On Liability
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Tiger Capital Group, LLC",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"collectively with Agent, ""Purchaser""",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"collectively with GA, the ""Agent""",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Wilmington Savings Fund Society, FSB",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,its associated chapter 11 debtors in possession,Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Purchaser and Merchant are collectively the ""Parties.""",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"collectively, ""Merchant""",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"The Bon-Ton Stores, Inc.",Parties
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware without reference to any conflict of laws provisions thereof, except where governed by the Bankruptcy Code.",Governing Law
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"assignees of (which may in certain circumstances be Purchaser, any of the entities comprising Purchaser, any of their respective affiliates, and/or a new entity created by any of the foregoing), any or all of the Assets free and clear of all liens, claims, and encumbrances thereon, without further order of the Bankruptcy Court (the ""Asset Designation Rights"").",Exclusivity
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Agent shall have the exclusive right to use the Stores and all other Assets for the purpose of conducting the GOB Sale, free of any interference from any entity or person, subject to compliance with the Sale Guidelines (as defined below) and Approval Order;",Exclusivity
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"following the occurrence of the closing under this Agreement, which shall occur no later than April 19, 2018 (the ""Closing""), subject to payment of the Cash Purchase Price (as defined below) and Purchaser's compliance with its other obligations hereunder, Agent shall have the exclusive right to market and sell, and/or otherwise designate the purchasers, licensees, and/or assignees of, any or all of the Assets free and clear of all liens, claims, and encumbrances thereon without further order of the Bankruptcy Court;",Exclusivity
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Upon the occurrence of the Closing, Agent shall have the exclusive right to market and sell, and/or otherwise designate the purchasers, licensees, transferees, and/or",Exclusivity
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"orders of, and applicable restrictions imposed by, governmental authorities (collectively, the ""Applicable General Laws""), other than all applicable laws, rules and regulations in respect of ""going out of business"", ""store closing"" or similar-themed sales and permitting (collectively, the ""Liquidation Sale Laws"")",Exclusivity
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Agent, as the exclusive agent for Merchant, is authorized to conduct, advertise, post signs, utilize sign-walkers, and otherwise promote the GOB Sale as a ""going out of business"", ""store closing"", ""sale on everything"", ""everything must go"", or similar themed sale, in accordance with the Sale Guidelines (as the same may be modified and approved by the Bankruptcy Court), subject to compliance with the Sale Guidelines, the Approval Order, and all applicable federal, state, and local laws, regulations and ordinances, including, without limitation, all laws and regulations relating to advertising, privacy, consumer protection, occupational health and safety and the environment, together with all applicable statutes, rules, regulations and",Exclusivity
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"Subject to the Wind-Down Budget and payment of Expenses, Agent shall use the E-Commerce Platform in connection with the GOB Sale to fulfill customer orders made during the GOB Sale Term and otherwise promote the GOB Sale (in Agent's capacity as Agent hereunder), provided that Agent shall have the option, in its sole discretion, to terminate the use of the E-Commerce Platform at any time after four weeks of use.",Termination For Convenience
CUAD,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,"This Agreement shall inure to the benefit of and be binding upon the Parties and their respective successors and assigns, including, but not limited to, any chapter 11 or chapter 7 trustee; provided, however, that this Agreement may not be assigned by any of the Parties without the prior written consent of the other, provided further that notwithstanding the foregoing, GA and Tiger may each collaterally assign this Agreement and their rights thereunder to their respective lenders.",Anti-Assignment
